,GENE,INTERACTORS
57,PDE4DIP,"A2ML1,RP4-791M13.2,HMGCS2,RP4-791M13.2,RP23-402H11.2,RP4-791M13.2,EVPL,RP4-791M13.2,CTA-445C9.9,RP4-791M13.2,RP4-791M13.2,UTP14C,RP4-791M13.2,RP4-791M13.2,RP4-791M13.2,UNQ495/PRO1012,MAPRE3,RP4-791M13.2,RP4-791M13.2,SBBI58,C14orf105,RP4-791M13.2,PRPF31,RP4-791M13.2,ITSN2,RP4-791M13.2,RP11-66B24.1,RP4-791M13.2,RP4-791M13.2,ZNF785,RP4-791M13.2,SERPINB3,RP23-193M19.1,RP4-791M13.2,RP4-791M13.2,XXbac-BCX105G6.2,PIAS4,RP4-791M13.2,PRKAR2B,RP4-791M13.2,RP4-791M13.2,S100A7,RP11-395P17.6,RP4-791M13.2,ACADVL,RP4-791M13.2,RP4-791M13.2,ZBTB38,GOLGA8EP,RP4-791M13.2,PM20D1,RP4-791M13.2,NEFL,RP4-791M13.2,GDPD3,RP4-791M13.2,GM2A,RP4-791M13.2,MTUS2,RP4-791M13.2,CALML3,RP4-791M13.2,RP4-791M13.2,TEAD4,IGKC,RP4-791M13.2,PIG46,RP4-791M13.2,ADH1B,RP4-791M13.2,PDE4D,RP4-791M13.2,RP11-260L6.1,RP4-791M13.2,RP11-301J7.3,RP4-791M13.2,MAPRE1,RP4-791M13.2,CHCHD3,RP4-791M13.2,RP11-535K18.1,RP4-791M13.2,CDKN1A,RP4-791M13.2,RP1-184J9.1,RP4-791M13.2,NCCRP1,RP4-791M13.2,RP4-791M13.2,ZNF408,RP1-319D22.1,RP4-791M13.2,PRKACG,RP4-791M13.2,FES,RP4-791M13.2,PFDN1,RP4-791M13.2,RP4-791M13.2,SMN1,RP11-82H13.1,RP4-791M13.2,CEP170,RP4-791M13.2,CCDC6,RP4-791M13.2,RP4-791M13.2,ZNF512B,RP4-791M13.2,TRAF4,AKAP9,RP4-791M13.2,NDRG1,RP4-791M13.2,RP11-415H23.1,RP4-791M13.2,RP4-791M13.2,RP5-973N23.2,AKR1B10,RP4-791M13.2,RP4-791M13.2,ZFYVE21,CD207,RP4-791M13.2,JUP,RP4-791M13.2,C3,RP4-791M13.2,RP4-791M13.2,SH2D4A,RP1-75N13.2,RP4-791M13.2,RP11-412P1.1,RP4-791M13.2,PPL,RP4-791M13.2,KLC4,RP4-791M13.2,RP4-791M13.2,TGM1,IVL,RP4-791M13.2,ARF6,RP4-791M13.2,RP4-791M13.2,TYMP,CSNK1D,RP4-791M13.2,C1orf109,RP4-791M13.2,ELAVL1,RP4-791M13.2,MIF4GD,RP4-791M13.2,RP4-791M13.2,SDCBP,LGALS7B,RP4-791M13.2,PRKACA,RP4-791M13.2,DAAP-285E11.2,RP4-791M13.2,RP4-791M13.2,SNCA,C1orf87,RP4-791M13.2,CCDC146,RP4-791M13.2,CALML5,RP4-791M13.2,CGI-49,RP4-791M13.2,HSPC189,RP4-791M13.2,LMO4,RP4-791M13.2,RP11-66D17.4,RP4-791M13.2,RP11-68I18.6,RP4-791M13.2,GS1-120K12.1,RP4-791M13.2,FCHSD2,RP4-791M13.2,ARNT2,RP4-791M13.2,OSGEP,RP4-791M13.2,PRO2783,RP4-791M13.2,RP4-791M13.2,ZSCAN26,RP4-791M13.2,SERPINB4,RP4-791M13.2,TK1,FAM161A,RP4-791M13.2,IGHG1,RP4-791M13.2,Asap1,RP4-791M13.2,Prkar2a,RP4-791M13.2,RP4-791M13.2,USO1,RP4-791M13.2,SERPINB5,Prkacb,RP4-791M13.2,PKP3,RP4-791M13.2,GOLGA8F,RP4-791M13.2,KRAS,RP4-791M13.2,ANKRD11,RP4-791M13.2,HAUS1,RP4-791M13.2,RP4-791M13.2,VAC14,CST6,RP4-791M13.2,C19orf66,RP4-791M13.2,RP1-5O6.1,RP4-791M13.2,DYNLL1,RP4-791M13.2,IGHG2,RP4-791M13.2,GATM,RP4-791M13.2,RP23-244H7.2,RP4-791M13.2,RP11-356B19.6,RP4-791M13.2,RAB25,RP4-791M13.2,RP11-95K23.4,RP4-791M13.2,NAA10,RP4-791M13.2,RP4-791M13.2,RP5-1068H6.2,PIG4,RP4-791M13.2,KLC3,RP4-791M13.2,KRT31,RP4-791M13.2,MLF1,RP4-791M13.2,RP4-791M13.2,S100A9,RP4-791M13.2,RTP5,NEK2,RP4-791M13.2,RP4-791M13.2,TNIK,HSPC057,RP4-791M13.2"
58,AHNAK,"AHNAK,HNRNPDL,AHNAK,ZNF131,AHNAK,STRN,AHNAK,RP11-413M3.10,AHNAK,RP11-22I24.1,AHNAK,KLHL40,AHNAK,GORASP2,AHNAK,RP4-635E18.2,AHNAK,EZR,AHNAK,PMS1,AHNAK,RP1-319D22.1,AHNAK,GRB2,AHNAK,Lima1,AHNAK,OBSL1,AHNAK,CUL7,AHNAK,GS1-19O24.1,AHNAK,DAAP-21F2.2,AHNAK,CGI-99,AHNAK,PCK2,AHNAK,RP1-125I3.5,AHNAK,AI837181,AHNAK,NOL9,AHNAK,AHNAK,AHNAK,PCDHGC3,AHNAK,FLNB,AHNAK,USP14,AHNAK,TARS,AHNAK,U2AF2,AHNAK,CAPZA2,AHNAK,ISG15,AHNAK,ING2,AHNAK,GPR141,AHNAK,OXCT1,ACTN4,AHNAK,AHNAK,HSPA9,AHNAK,GJB7,AHNAK,CDH1,AHNAK,HSPA5,AHNAK,GRPEL1,AHNAK,CT009708.1,AHNAK,Actb,AHNAK,RPA3,AHNAK,SUMO2,AHNAK,Cdk1,AHNAK,CCDC8,AHNAK,ASNS,AHNAK,EEF1B2,AHNAK,Calml3,AHNAK,SNW1,AHNAK,ARHGDIA,AHNAK,HNRNPAB,AHNAK,RP1-68O2.1,AHNAK,ALPPL2,AHNAK,RP11-240L7.3,AHNAK,PPIP5K2,AHNAK,MYO19,AHNAK,RP3-496N17.2,AHNAK,SIRT7,AHNAK,HNRNPD,AHNAK,RUVBL1,AHNAK,RP4-547C9.3,AHNAK,YARS,AHNAK,PLEC,AHNAK,HNRNPH1,AHNAK,HIV1gp2,AHNAK,CCT5,AHNAK,FMNL1,AHNAK,MCM2,AHNAK,Ppp1cb,AHNAK,HSPC057,AHNAK,PP624,AHNAK,STIP1,AHNAK,Tpr,AHNAK,JSRP1,AHNAK,GALK2,AHNAK,RFPL2,AHNAK,Bmpr1a,AHNAK,ATP4A,AHNAK,PSME3,AHNAK,HSPB1,AHNAK,RP23-479K11.1,AHNAK,Flnb,AHNAK,RP11-345K20.1,AHNAK,RP23-120A4.1,AHNAK,SDC1,AHNAK,CDK2,AHNAK,S100B,AHNAK,ZNF517,AHNAK,NXF1,AHNAK,RP1-224A6.5,AHNAK,EGFR,AHNAK,UNQ601,AHNAK,ATF2,AHNAK,RP4-559A3.4,AHNAK,Kctd5,AHNAK,TUBA1C,AHNAK,MYL6,AHNAK,SKI,AHNAK,RP23-119H5.1,AHNAK,Ccdc15,AHNAK,S100A10,AHNAK,RP11-90M2.2,AHNAK,RPA1,AHNAK,RP11-505P4.2,AHNAK,RP1-130E4.1,AHNAK,FN1,AHNAK,EEF2,AHNAK,LASP1,AHNAK,POT1,AHNAK,Coro1c"
59,CHD1L,"CBX3,CHD1L,CHD1L,SNW1,CHD1L,RPA1,CHD1L,SSRP1,CHD1L,PARP2,CHD1L,FAM134A,CHD1L,CIAO1,CHD1L,CU464060.1,CHD1L,H2AFX,CHD1L,NR4A1,CHD1L,RP11-125A15.2,CBX5,CHD1L,CHD1L,UNQ649/PRO1279,CHD1L,HIST1H2BG,CHD1L,SUPT16H,CHD1L,HIST1H2BK,CBX1,CHD1L,CHD1L,HIST1H2BA,CHD1L,TEAD2,CHD1L,ID1,CHD1L,RP11-443G18.2,CHD1L,LAMP2,CHD1L,HSPA8,CHD1L,TRIM33,CHD1L,RP4-547C9.3,CHD1L,XRCC5,CHD1L,H2AFZ,CHD1L,EIF4A1,CHD1L,RFC2,CHD1L,UNQ570/PRO1132,CHD1L,HSPC215,CHD1L,RP3-351K20.1,CHD1L,SGOL1,CHD1L,TGOLN2,CHD1L,HIST2H2AA4,CHD1L,H3F3AP6,CHD1L,HIST3H2A,CHD1L,HIST1H2BB,CHD1L,NTRK1,CHD1L,RP1-319D22.1,APLF,CHD1L,CHD1L,XRCC1,A-152E5.1,CHD1L,CHD1L,TNKS,CHD1L,HLTF,CHD1L,LRRK2,CHD1L,CTA-216E10.7,CHD1L,FOXL1,CHD1L,HIST2H2BE,CHD1L,SRPK2,CHD1L,PRKDC,CHD1L,RP11-399O19.7,CHD1L,XPC,CHD1L,Osgep,CHD1L,TNKS2,CHD1L,RNF166,CHD1L,MIG8,CHD1L,HT019,CHD1L,RPA3,CHD1L,FOXB1,CHD1L,RP11-321N4.1,CHD1L,PLK1,CHD1L,FAM196A,ART3,CHD1L"
60,NUMA1,"KIF20A,NUMA1,BRAP,NUMA1,NUMA1,NXF1,CUL7,NUMA1,CDC73,NUMA1,CDK6,NUMA1,NUMA1,RP11-32D17.1,NUMA1,SUZ12,LGR4,NUMA1,NPM1,NUMA1,NUMA1,PIM1,NUMA1,RP11-426L16.2,AL022311.1,NUMA1,NUMA1,RP4-800J21.2,NUMA1,RPA1,HSP90AA1,NUMA1,NUMA1,RP1-130E4.1,HRIHFB2072,NUMA1,NUMA1,Srp72,NUMA1,SCARNA22,GIG33,NUMA1,L5,NUMA1,DYNC1H1,NUMA1,HIV1gp5,NUMA1,NUMA1,RP11-475E11.4,NUMA1,TNKS,NUMA1,RP11-54H19.1,NUMA1,OBSL1,KPNB1,NUMA1,MATR3,NUMA1,NUMA1,Ranbp2,NUMA1,RP23-353J21.1,NUMA1,PRED77,NUMA1,RPAP1,NUMA1,RTF1,NUMA1,SUMO2,NUMA1,SMARCAD1,BRD4,NUMA1,NUMA1,TERF2,NUMA1,WDR83,NUMA1,RP6-29D12.1,NUMA1,ZC3H18,NUMA1,SMURF1,NUMA1,TP53BP1,NUMA1,PTTG1,NUMA1,PP8000,NUMA1,VCP,NUMA1,NUP98,NUMA1,SIRT7,NUMA1,TERF1,NUMA1,RP11-523H24.1,NUMA1,SRRM1,NUMA1,U2AF2,GS1-120K12.1,NUMA1,ECT2,NUMA1,NUMA1,RP11-517F10.1,ERG,NUMA1,GMCL1,NUMA1,NUMA1,RP3-327J16.5,NUMA1,RP11-723P2.1,CCDC57,NUMA1,DDB1,NUMA1,NUMA1,RP5-890O3.5,EMILIN1,NUMA1,NUMA1,OK/SW-cl.40,CRK,NUMA1,NUMA1,RPA3,NUMA1,RP11-234K24.1,NUMA1,Tnks,NUMA1,RPS13,CBX8,NUMA1,EIF3E,NUMA1,HDAC5,NUMA1,NUMA1,RP11-143H17.2,NUMA1,RP4-675E8.1,NUMA1,SMC3,NUMA1,RP3-324N14.1,NUMA1,RP1-302G2.1,NUMA1,RUVBL1,NUMA1,Tnks2,EZH2,NUMA1,NUMA1,RP4-547C9.3,NUMA1,SSX2IP,EPB41L3,NUMA1,NTRK1,NUMA1,NUMA1,RP5-1181N3.2,NUMA1,PAPD5,NUMA1,RP13-270L15.1,FAM175B,NUMA1,NUMA1,RP11-242O24.1,NUMA1,YWHAQ,DVL3,NUMA1,BRCA1,NUMA1,DAAP-285E11.7,NUMA1,NUMA1,RP11-573G6.1,ENO1,NUMA1,IFI16,NUMA1,EED,NUMA1,NUMA1,YEATS4,CDK2,NUMA1,DYNLL1,NUMA1,EIF3H,NUMA1,DVL2,NUMA1,BANF1,NUMA1,ACTR1A,NUMA1,CCDC8,NUMA1"
61,ATM,"ATM,hCG_2011013,ATM,RP11-228B15.5,ATM,RP11-298P3.4,ATM,UNQ1964/PRO4486,ATM,NOLC1,ATM,BRAT1,ATM,RP3-324M8.1,Atm,LMNB1,ATM,GIG20,ATM,SRSF8,ATM,RP11-472N13.4,ATM,PRKDC,ATM,RAD50,ATM,RP11-573G6.1,AP1B1,ATM,ATM,HNRNPUL1,ATM,MCPH1,ATM,RAD17,ATM,UTP15,ATM,RP11-261P4.4,ATM,ND4,ATM,RP3-339A18.4,ATM,MLH1,ATM,FANCI,ATM,TAOK3,ATM,LPAR4,ATM,Ap3b2,ATM,ZNF821,ATM,HSPC064,ATM,RP4-657D16.2,ATM,Bid,ATM,RP3-467L1.3,ATM,CD274,ATM,FOXO3,ATM,BANP,ATM,RBBP8,ATM,TDP1,ATM,TRAF6,ATM,RP11-244N9.4,ATM,WWOX,ATM,RASSF1,ATM,YDR369C,ATM,PP7073,ATM,WRN,ATM,DAQB-90C11.16-002,ATM,VHL,ACTL6B,ATM,AT1G25580,ATM,ATM,CHEK1,ATM,RFC1,ATM,DDX1,ATM,CSNK1D,ATF2,ATM,ATM,Atm,ATM,DADB-70P7.10-021,Atm,TP53,ATM,E4F1,ATM,POLR2A,ATM,RAD51,ATM,C1orf27,ATM,LIG4,ATM,RP11-247A12.4,ATM,BRCA1,ATM,FANCD2,ATM,TFF1,ATM,USP34,ATM,RELA,ATM,DC28,AP3B1,ATM,ATM,SMO,ATM,C5AR2,ATM,MDM2,ATM,TP53BP1,ATM,RPA1,ATM,LPAR6,ATM,DADB-159G18.9,ATM,MINK1,ATM,RP23-445E20.3,ATM,NAT2,ATM,RANBP9,ATM,TCL1A,ATM,BHLHE41,ATM,RP11-553N16.2,ATM,KDM2A,ATM,RP11-318G21.1,APLNR,ATM,ATM,NBN,ATM,RP11-83J21.1,ATM,H2afx,ATM,SNAI1,ATM,XRCC5,ATM,CDC6,ATM,TAF1,ATM,MSH2,Atm,RP4-745I14.1,ATM,RRM2B,ATM,RP11-278J17.2,ATM,TP53,ATM,RP1-179N16.5,ATM,IKBKG,ATM,VPRBP,ATM,BLM,ATM,GNA11,ATM,RNF20,ATM,ELAVL1,ATM,KAT5,ATM,RBM47,ATM,OPRM1,ATM,GMNN,ATM,UNQ6505/PRO21383,ATM,TRIM28,ATM,hCG_1783907,ATM,RP11-398C13.5,ATM,E2F1,ATM,SMAD7,ATM,TERF2,ATM,RP13-886N14.3,ATM,BCAS3,ATM,SNW1,ATM,DAAP-285E11.7,ATM,MSH6,ATM,RP23-64E17.3,ATM,RP6-29D12.1,ATM,TOPBP1,ATM,SKP2,ATM,EIF4EBP1,ATM,RP3-511B24.1,ATM,H2AFX,ATM,ATMIN,ATM,EIF3E,ATM,MAGEC2,ATM,OSGIN1,ATM,Chek1,ATM,DCLRE1A,ATM,SIRT7,ATM,ATM,ATM,Nedd1,ATM,RP4-547C9.3,ATM,RP11-234D19.2,ATM,HIF1A,ATM,SPOP,ATM,HSPC069,ATM,MED1,Atm,RP11-574F21.1,ATM,PRKCA,ATM,CTA-215D11.2,ATM,NREP,ATM,P3H2,ATM,RP4-811H24.2,ATM,FECH,ATM,MCM2,ATM,PPP1CC,ATM,SOCS1,ATM,Mcm3,ATM,CREB1,ATM,SMARCB1,ATM,SREBF1,ATM,XPC,ATM,MTRR,ATM,CHD4,ATM,TELO2,ATM,RP11-128N14.2,ATM,MRE11A,ATM,RNF40,ATM,NPY2R,ATM,DYRK2,ATM,MAS1,Atm,RP11-391H12.1,ATM,TTI1,ATM,hCG_1997849,ATM,PPP1CA,ATM,PEX5,ATM,HTR6,ATM,JM21,ATM,RP11-173B14.3,ATM,ZER1,ATM,RHEB,ATM,NR4A1,ATM,RP11-125A15.2,ATM,CD70,ATM,TERF1,ATM,ATR,ATM,NDUFA8,ATM,UNQ326/PRO386,ATM,HSPA8,ATM,IL24,ATM,FEN1,ATM,SMC3,Atm,DDB1,ATM,RP11-436C9.1,ATM,HSPC195,ATM,MAP1S,ATM,RP1-154G14.1"
62,A2ML1,"A2ML1,GMCL1,A2ML1,RP4-791M13.2,A2ML1,TOX4,A2ML1,RASSF9,A2ML1,THRA,A2ML1,RP11-217A12.1,A2ML1,CDK15,A2ML1,CEP152,A2ML1,WWOX,A2ML1,NPPA,A2ML1,ZSCAN12,A2ML1,L2HGDH,A2ML1,FOXH1,A2ML1,RP11-358L16.1,A2ML1,UGT1A10,A2ML1,SLC39A11,A2ML1,FOXD4,A2ML1,OK/SW-cl.84,A2ML1,ACAD9,A2ML1,DUSP21,A2ML1,PI4KA,A2ML1,RP11-164L23.1,A2ML1,CCNYL1,A2ML1,RP4-744I24.2,A2ML1,GPATCH2L,A2ML1,HNRNPA1"
63,KMT2D,"KMT2D,NR3C1,KMT2D,SENP3,FOXK2,KMT2D,KMT2D,RP11-383C12.1,KMT2D,Setd3,KMT2D,RP11-98G7.2,KMT2D,POLR2A,KMT2D,RP1-177P22.2,KMT2D,PPP1R21,KMT2D,RP5-890O15.2,CAGF28,KMT2D,KMT2D,RP23-328F3.2,KMT2D,RP23-333D2.2,E2F6,KMT2D,KMT2D,PP7910,KMT2D,SMAD1,KMT2D,RP13-886N14.3,KMT2D,WDR5,HERC2,KMT2D,KMT2D,RBBP5,E2F2,KMT2D,KMT2D,RP1-130E4.1,KMT2D,UNQ9342/PRO34047,ASH2L,KMT2D,KMT2D,MAX,E2F5,KMT2D,KMT2D,OK/SW-cl.35,KMT2D,MEN1,HIST2H3C,KMT2D,KMT2D,SRRM1,KMT2D,RP11-178C10.1,KMT2D,RP11-421P11.9,KMT2D,RP11-436C9.1,EEF1B2,KMT2D,CXXC1,KMT2D,KDM4B,KMT2D,KMT2D,RBM45"
64,HAL,"DDX19B,HAL,HAL,VEGFB,HAL,PLCZ1,HAL,VDAC1,HAL,RP4-580O19.1,HAL,RP11-461N23.8,HAL,UCP2,HAL,RP11-178C10.1,HAL,L3,HAL,ZSCAN12,HAL,ZIC1,GLYR1,HAL,HAL,SLC39A11,HAL,OK/SW-cl.84,CDK15,HAL,HAL,SLCO6A1,HAL,RAB9B,HAL,PI4KA,GMCL1,HAL,HAL,MCM2,HAL,PLEKHA3,HAL,HSPC057,HAL,THRA,HAL,RP4-744I24.2,HAL,KCTD16,CGI-35,HAL,C21orf59,HAL,DPPA4,HAL,HAL,HNRNPA1,HAL,XXbac-BCX195L8.9,HAL,ZRSR2,HAL,RP1-286D6.1,DADB-104B20.2,HAL,DOCK10,HAL,CUL1,HAL"
65,POLE,"POLE,POLE3,POLE,RAD17,FBXW11,POLE,HSPA8,POLE,FAM96A,POLE,NTRK1,POLE,PABPC1,POLE,POLE,RPL28,POLE,UNQ735/PRO1429,PABPC4,POLE,PCNA,POLE,FOXG1,POLE,POLE,RP11-452K12.5,POLE,PRIM1,POLA1,POLE,POLE,PSMD11,POLE,RP6-29D12.1,POLE,SNW1,POLE,ZBBX,POLE,TOPBP1,LRRC46,POLE,LGALS3BP,POLE,POLE,POLE2,POLD4,POLE,CIAO1,POLE,POLE,SIRT7,FOXL1,POLE,MYC,POLE,FOXQ1,POLE,FOXE1,POLE,CGI-128,POLE,C16orf45,POLE,Mdm2,POLE,POLE,RP11-126K1.1,DADB-112B14.2,POLE,POLE,UNQ2552/PRO6181,EIF4G1,POLE,OK/SW-cl.22,POLE,POLE,POLE4,POLE,TGOLN2,POLE,SSB,DTWD2,POLE,MSH6,POLE,GINS4,POLE,DNAJC7,POLE,FOXB1,POLE,HIV1gp1,POLE"
66,ATP12A,"ATP12A,RP5-963K15.1,ATP12A,RP3-382I10.6,ATP12A,RP11-51G5.2,ATP12A,RP11-54A4.10-004,ATP12A,FEZ1,ATP12A,RP11-443G18.2,ATP12A,RAB2B,ATP12A,RP4-696H22.1,ATP12A,TMEM223,ATP12A,TNFRSF9,ATP12A,CDABP0067,ATP12A,RP11-384C4.5,ATP12A,FAM134C,ATP12A,RP5-944H6.1,ATP12A,ATP1B3,ATP12A,IRGC,ATP12A,MME,ATP12A,WBP1,ATP12A,S1PR1,ATP12A,TUSC5,ART3,ATP12A,ATP12A,TACR1,ATP12A,TMED2,ATP12A,SLC37A3,ATP12A,NTRK1,AGK,ATP12A,ATP12A,RP11-481A12.7,ATP12A,RP5-1160K1.2,ATP12A,CLEC2D,ATP12A,FPR2,ATP12A,CTDSP1,ATP12A,SPINT2,ATP12A,RP3-402G11.12-004,ATP12A,RP11-239E10.4,ATP12A,DHCR24,ATP12A,RP11-528G1.4,ATP12A,P2RY14,ATP12A,RP11-25K21.3,ATP12A,RP11-552M11.7,ATP12A,UNQ486/PRO1002,ATP12A,RP4-815O16.3,ATP12A,UNQ1912/PRO4371,ATP12A,GRPR,ATP12A,IL13RA2,ATP12A,NPY,ATP12A,ODF4,AGTR1,ATP12A,ATP12A,DLK1,ATP12A,PSEC0230,ATP12A,RP11-130L10.1,ATP12A,CD300C,ATP12A,C5AR2,ATP12A,PPIB,ATP12A,PTH1R,ATP12A,HSD17B6,ATP12A,CTDSP2,ATP12A,HS2ST1"
67,SYNE2,"NDUFB9,SYNE2,PML,SYNE2,ICT1,SYNE2,BRAP,SYNE2,CAPN6,SYNE2,CALM1,SYNE2,Cul1,SYNE2,SYNE2,TERF2,CUL7,SYNE2,RP11-110L1.4,SYNE2,MTNR1B,SYNE2,MKS1,SYNE2,CDC37,SYNE2,SYNE2,THOP1,MAPK8IP2,SYNE2,SYNE2,TMEM67,S100A4,SYNE2,Chmp4c,SYNE2,ACTC1,SYNE2,CEP170,SYNE2,Kctd5,SYNE2,SUPT5H,SYNE2,MAPK1,SYNE2,BIN1,SYNE2,SYNE2,TERF1,RP5-1099D15.1,SYNE2,HDAC11,SYNE2,GAN,SYNE2,SUN1,SYNE2,SIRT7,SYNE2,SDHA,SYNE2,SYNE2,UBC,MORC3,SYNE2,ARRB2,SYNE2,CTDNEP1,SYNE2,SYNE2,VAPA,RP3-508I15.15-002,SYNE2,RNASEH2B,SYNE2,OBSL1,SYNE2,SOD1,SYNE2,SYNE2,TBC1D16,RP5-1018E9.1,SYNE2,MAPK3,SYNE2"
68,AHNAK2,"AHNAK2,KRT10,AHNAK2,RP4-559A3.4,AHNAK2,HUSSY-22,AHNAK2,CT009708.1,AHNAK2,UNQ336/PRO535,AHNAK2,PCK2,AHNAK2,NAA10,AHNAK2,ANXA2,AHNAK2,RP3-339A18.4,AHNAK2,JSRP1,AHNAK2,GABARAPL2,AHNAK2,C1QL4,AHNAK2,LMO2,AHNAK2,RP11-68I18.4,AHNAK2,USP14,AHNAK2,RP11-190A12.1,AHNAK2,Shoc2,AHNAK2,Cul4a,AHNAK2,RP11-517F10.1,AHNAK2,GJB7,AHNAK2,GABARAPL1,AHNAK2,PSMD14,AHNAK2,DYNC1I2"
69,ATP10A,"ATP10A,CLK1"
70,TYRO3,"RP11-104M22.2,TYRO3,KRTAP10-7,TYRO3,IPPK,TYRO3,KRTAP10-8,TYRO3,RP23-121M7.1,TYRO3,GAS6,TYRO3,RP5-823N20.1,TYRO3,APOE,TYRO3,TNIP1,TYRO3,KRTAP10-3,TYRO3,CHRNB3,TYRO3,A2M,TYRO3,KRTAP10-9,TYRO3,COPS5,TYRO3,TMEM30B,TYRO3,AXL,TYRO3,KLK4,TYRO3,PIK3R1,TYRO3,HSP90AA1,TYRO3,KRTAP4-2,TYRO3,HDLBP,TYRO3,KRT40,TYRO3,CTDSP1,TYRO3,IKBKG,TYRO3,KRTAP5-9,TYRO3,CTDSP2,TYRO3,RP4-696P19.1,TYRO3,TYRO3,UNQ574/PRO1136"
71,HERC1,"HERC1,PKM,C1orf87,HERC1,HERC1,RP4-779E11.4,HERC1,USP18,HERC1,MYL12A,H13,HERC1,GCNT3,HERC1,HERC1,HERC1,HERC1,tcag7.1034,CGI-145,HERC1,ARF1,HERC1,HERC1,ZNF563,HERC1,RP1-106H8.3,HERC1,TSC2,HERC1,WDFY3,HERC1,NEUROG3,HERC1,UBC,HERC1,HSPC059,CLTC,HERC1,ECHS1,HERC1,HERC1,NOS2,HERC1,UBE2D3,HERC1,HERC2,BAK1,HERC1,HERC1,TRPC4AP,HERC1,RP11-337C18.2,DN-393H17.5,HERC1,CSNK1A1,HERC1,HERC1,RP3-358H7.2,HERC1,ZNF223,HERC1,UNK,HERC1,RSPH10B2,BRCA1,HERC1,HERC1,Slain2,HERC1,RAPSN,HERC1,MLF1,EGFR,HERC1,HERC1,ZNF555,HERC1,RP5-973N23.2,HERC1,RABGEF1,HERC1,RP1-85F18.1,HERC1,KCMF1,HERC1,TIGD6,HERC1,OK/SW-cl.73,HERC1,SSH3,CCDC65,HERC1,HERC1,IFIT1B,HERC1,RP11-255E17.1,HERC1,ZBBX,GRIPAP1,HERC1,HERC1,SOX9,HERC1,MORC1,HERC1,TTLL1,HERC1,ZNF610,HERC1,RP11-408K19.2"
72,ITGA11,"MSTP018,OK/SW-cl.85"
73,ALPK3,
74,FANCI,"FANCI,RP11-317B7.1,CAMKK2,FANCI,FANCI,SUMO2,FANCI,PAPSS1,FANCI,HIST1H2AB,FANCI,hCG_2002013,FANCI,RAD18,FANCI,FANCI,FANCI,RP11-426L16.2,FANCI,IMPACT,FANCI,RP11-452K12.5,DPY30,FANCI,FANCI,PRKAB2,FANCI,RP11-101K10.6,ATR,FANCI,CXCL8,FANCI,FANCI,LP4941,FANCI,SNW1,DADB-104B20.2,FANCI,FANCI,HDCMD47P,FANCI,OK/SW-cl.45,FANCI,HIST1H4A,CGI-17,FANCI,AKT1,FANCI,APP,FANCI,FANCI,RP11-181G12.3,CEP120,FANCI,FANCI,Foxf1,ATM,FANCI,FANCI,FANCM,FANCI,VCP,FANCI,PLEKHA8,FANCI,SIRT7,FANCI,RP5-824I19__A.1,FANCI,PHLPP2,FANCI,UBL5,FANCI,RP1-108C2.3,FANCI,RP3-398I9.1,FANCI,PRO1470,CIR1,FANCI,FANCI,PIDD1,FANCI,PTPLAD1,FANCI,MTNR1B,FANCI,REV1,FANCI,PNAS-11,FANCI,PHLPP1,FANCI,PRO2292,FANCI,PPM1A,FANCI,RP11-349J5.1,FANCI,ILK,FANCI,RP11-540B6.6,FANCI,NXF1,FANCI,UBC,CLN3,FANCI,FANCD2,FANCI,FANCI,NTRK1,FANCI,HIST1H2BB,FANCI,RP11-481A12.7,FANCI,USP36,FANCI,HIST1H3A,FANCI,RP1-319D22.1,FANCI,HELQ,FANCI,XX-FW88778H2.1,FANCI,MYC,FANCI,WDR48,FANCI,STXBP2,FANCI,MCM2,FANCI,FANCL,FANCI,PTP4A3,DADB-87H23.3,FANCI,FANCI,OK/SW-cl.40,CUL3,FANCI"
75,ACAN,"ACAN,TNFAIP6,ACAN,LUM,ACAN,RP3-518E13.1,ACAN,Nedd4,ACAN,FBLN2"
76,CORO7,"CORO7,RP3-383J4.3,ACTB,CORO7,CNTF,CORO7,CORO7,RP11-554C12.1,CORO7,SETD4,CORO7,CUL1,CORO7,TCEB2,CORO7,RP11-483H20.7,CORO7,RP11-298J20.4,CORO7,MRPL50,AZIN2,CORO7,CORO7,S100A4,CORO7,TCEB1,CDC34,CORO7,CORO7,THBS3,CORO7,DAG1,CORO7,EPS15,AP2M1,CORO7,AP1M1,CORO7,BLM,CORO7,CORO7,NTRK1,CORO7,Rhoa,CORO7,RP5-823N20.1,CORO7,RP23-396M19.2,CORO7,RP11-274K13.3,AP1G1,CORO7,CORO7,TOB1,CORO7,JUN"
